"Ensembl" "Entrez"
"28358" "ENSG00000265606" "MIR4695"
"28361" "ENSG00000221662" "MIR1290"
"28364" "ENSG00000169991" "IFFO2"
"28416" "ENSG00000272084" "RP5-1126H10.2"
"28419" "ENSG00000127481" "UBR4"
"28912" "ENSG00000230424" "RP1-43E13.2"
"28916" "ENSG00000127463" "EMC1"
"29141" "ENSG00000053372" "MRTO4"
"29171" "ENSG00000211454" "AKR7L"
"29228" "ENSG00000162482" "AKR7A3"
"29248" "ENSG00000270728" "RP4-657E11.10"
"29252" "ENSG00000053371" "AKR7A2"
"29317" "ENSG00000200403" "RNU6-1099P"
"29320" "ENSG00000040487" "PQLC2"
"29441" "ENSG00000077549" "CAPZB"
"29579" "ENSG00000240490" "RN7SL277P"
"29582" "ENSG00000201609" "RNU4-28P"
"29585" "ENSG00000235185" "RP5-1056L3.1"
"29589" "ENSG00000173436" "MINOS1"
"29654" "ENSG00000270136" "MINOS1-NBL1"
"29727" "ENSG00000226396" "RP5-1056L3.3"
"29730" "ENSG00000158747" "NBL1"
"29885" "ENSG00000158748" "HTR6"
"29897" "ENSG00000162542" "TMCO4"
"30010" "ENSG00000178828" "RNF186"
"30018" "ENSG00000235434" "RP11-91K11.2"
"30022" "ENSG00000169914" "OTUD3"
"30051" "ENSG00000188784" "PLA2G2E"
"30065" "ENSG00000242688" "RN7SL304P"
"30068" "ENSG00000188257" "PLA2G2A"
"30128" "ENSG00000127472" "PLA2G5"
"30202" "ENSG00000117215" "PLA2G2D"
"30227" "ENSG00000158786" "PLA2G2F"
"30246" "ENSG00000227066" "RP3-340N1.2"
"30253" "ENSG00000187980" "PLA2G2C"
"30279" "ENSG00000225986" "UBXN10-AS1"
"30283" "ENSG00000162543" "UBXN10"
"30293" "ENSG00000228105" "RP3-340N1.6"
"30297" "ENSG00000158816" "VWA5B1"
"30537" "ENSG00000226664" "RP4-745E8.2"
"30541" "ENSG00000236963" "LINC01141"
"30584" "ENSG00000226487" "RP4-749H3.2"
"30589" "ENSG00000162545" "CAMK2N1"
"30602" "ENSG00000090432" "MUL1"
"30616" "ENSG00000215520" "RPS4XP4"
"30619" "ENSG00000183114" "FAM43B"
"30627" "ENSG00000158825" "CDA"
"30645" "ENSG00000158828" "PINK1"
"30680" "ENSG00000117242" "PINK1-AS"
"30685" "ENSG00000244038" "DDOST"
"30784" "ENSG00000117245" "KIF17"
"30927" "ENSG00000235432" "RP5-930J4.5"
"30933" "ENSG00000189410" "SH2D5"
"31043" "ENSG00000233069" "RP5-930J4.2"
"31047" "ENSG00000127483" "HP1BP3"
"31237" "ENSG00000075151" "EIF4G3"
"31703" "ENSG00000251914" "RNU7-200P"
"31706" "ENSG00000221808" "MIR1256"
"31709" "ENSG00000233072" "RPS15AP6"
"31712" "ENSG00000236073" "RP11-487E1.2"
"31715" "ENSG00000235112" "HSPE1P27"
"31719" "ENSG00000117298" "ECE1"
"31993" "ENSG00000236936" "RP3-329E20.2"
"31998" "ENSG00000231105" "RP5-1071N3.1"
"32003" "ENSG00000236216" "PPP1R11P1"
"32006" "ENSG00000228823" "RP11-293F5.8"
"32010" "ENSG00000236009" "RP11-293F5.1"
"32019" "ENSG00000227001" "NBPF2P"
"32026" "ENSG00000187952" "HS6ST1P1"
"32029" "ENSG00000186543" "CROCCP5"
"32036" "ENSG00000142794" "NBPF3"
"32313" "ENSG00000176378" "PFN1P10"
"32316" "ENSG00000162551" "ALPL"
"32449" "ENSG00000233431" "RP11-63N8.3"
"32453" "ENSG00000076864" "RAP1GAP"
"32923" "ENSG00000090686" "USP48"
"33240" "ENSG00000231978" "RP11-132G19.3"
"33243" "ENSG00000187942" "LDLRAD2"
"33279" "ENSG00000142798" "HSPG2"
"33574" "ENSG00000232037" "RP11-26H16.1"
"33577" "ENSG00000283234" "RP11-26H16.4"
"33583" "ENSG00000219073" "CELA3B"
"33636" "ENSG00000273610" "RN7SL386P"
"33639" "ENSG00000201919" "RNU6-1022P"
"33642" "ENSG00000142789" "CELA3A"
"33688" "ENSG00000278124" "RN7SL186P"
"33691" "ENSG00000201273" "RNU6-776P"
"33694" "ENSG00000228397" "RP1-224A6.3"
"33703" "ENSG00000218510" "LINC00339"
"33739" "ENSG00000070831" "CDC42"
"33814" "ENSG00000230068" "CDC42-IT1"
"33818" "ENSG00000271428" "RP1-224A6.8"
"33821" "ENSG00000271840" "RP1-224A6.9"
"33824" "ENSG00000162552" "WNT4"
"33856" "ENSG00000266564" "MIR4418"
"33859" "ENSG00000234397" "RP11-415K20.1"
"33862" "ENSG00000279625" "RP11-415K20.2"
"33865" "ENSG00000184677" "ZBTB40"
"34004" "ENSG00000237200" "ZBTB40-IT1"
"34008" "ENSG00000070886" "EPHA8"
"34063" "ENSG00000276835" "MIR6127"
"34066" "ENSG00000173372" "C1QA"
"34096" "ENSG00000159189" "C1QC"
"34130" "ENSG00000173369" "C1QB"
"34173" "ENSG00000133216" "EPHB2"
"34352" "ENSG00000265422" "MIR4684"
"34355" "ENSG00000225952" "RP11-69E9.1"
"34359" "ENSG00000264014" "MIR4253"
"34362" "ENSG00000215906" "LACTBL1"
"34392" "ENSG00000227868" "C1orf234"
"34420" "ENSG00000004487" "KDM1A"
"34541" "ENSG00000240553" "RP1-184J9.2"
"34545" "ENSG00000263793" "MIR3115"
"34548" "ENSG00000266802" "MIR4419A"
"34551" "ENSG00000169641" "LUZP1"
"34613" "ENSG00000229010" "RP5-979D14.1"
"34616" "ENSG00000206935" "RNU6-514P"
"34619" "ENSG00000252578" "RNU6-135P"
"34622" "ENSG00000179546" "HTR1D"
"34630" "ENSG00000215381" "RP5-1057J7.1"
"34633" "ENSG00000261326" "LINC01355"
"34639" "ENSG00000125944" "HNRNPR"
"34820" "ENSG00000125945" "ZNF436"
"34845" "ENSG00000249087" "ZNF436-AS1"
"34865" "ENSG00000201405" "Y_RNA"
"34868" "ENSG00000271420" "RP5-1057J7.7"
"34871" "ENSG00000204219" "TCEA3"
"34948" "ENSG00000232482" "RP4-654C18.1"
"34953" "ENSG00000088280" "ASAP3"
"35252" "ENSG00000007968" "E2F2"
"35275" "ENSG00000235052" "RP1-150O5.3"
"35279" "ENSG00000117318" "ID3"
"35297" "ENSG00000197880" "MDS2"
"35333" "ENSG00000229239" "RP11-223J15.2"
"35342" "ENSG00000142676" "RPL11"
"35389" "ENSG00000011007" "TCEB3"
"35476" "ENSG00000236810" "TCEB3-AS1"
"35486" "ENSG00000057757" "PITHD1"
"35526" "ENSG00000011009" "LYPLA2"
"35692" "ENSG00000117308" "GALE"
"35890" "ENSG00000117305" "HMGCL"
"35997" "ENSG00000179163" "FUCA1"
"36019" "ENSG00000188822" "CNR2"
"36029" "ENSG00000229106" "BTBD6P1"
"36032" "ENSG00000232557" "RP11-4M23.3"
"36036" "ENSG00000264926" "MIR378F"
"36039" "ENSG00000230228" "RP11-4M23.4"
"36042" "ENSG00000189266" "PNRC2"
"36081" "ENSG00000188529" "SRSF10"
"36260" "ENSG00000215905" "RP11-4M23.7"
"36264" "ENSG00000225315" "RP11-293P20.2"
"36270" "ENSG00000142661" "MYOM3"
"36393" "ENSG00000230703" "RP11-293P20.4"
"36398" "ENSG00000142677" "IL22RA1"
"36418" "ENSG00000185436" "IFNLR1"
"36501" "ENSG00000230023" "RP11-10N16.2"
"36506" "ENSG00000232298" "RP11-10N16.3"
"36513" "ENSG00000158055" "GRHL3"
"36719" "ENSG00000001460" "STPG1"
"36843" "ENSG00000001461" "NIPAL3"
"36974" "ENSG00000117602" "RCAN3"
"37113" "ENSG00000264443" "RP4-594I10.3"
"37118" "ENSG00000184454" "NCMAP"
"37137" "ENSG00000227312" "RP11-496D1.2"
"37140" "ENSG00000239106" "Y_RNA"
"37143" "ENSG00000133226" "SRRM1"
"37431" "ENSG00000169504" "CLIC4"
"37478" "ENSG00000238482" "RNU6-1208P"
"37481" "ENSG00000020633" "RUNX3"
"37543" "ENSG00000278034" "MIR6731"
"37546" "ENSG00000229162" "RP11-84D1.1"
"37551" "ENSG00000261025" "RP11-84D1.2"
"37554" "ENSG00000264371" "MIR4425"
"37557" "ENSG00000233755" "RP4-799D16.1"
"37565" "ENSG00000233419" "RP4-781L3.1"
"37568" "ENSG00000231953" "RP4-706G24.1"
"37572" "ENSG00000117614" "SYF2"
"37615" "ENSG00000117616" "RSRP1"
"37773" "ENSG00000272432" "RP3-465N24.6"
"37776" "ENSG00000261349" "RP3-465N24.5"
"37780" "ENSG00000187010" "RHD"
"37976" "ENSG00000224183" "SDHDP6"
"37979" "ENSG00000259984" "RP11-335G20.7"
"37983" "ENSG00000183726" "TMEM50A"
"38033" "ENSG00000188672" "RHCE"
"38209" "ENSG00000238084" "RP3-469D22.1"
"38212" "ENSG00000204178" "TMEM57"
"38267" "ENSG00000157978" "LDLRAP1"
"38319" "ENSG00000225643" "RP11-70P17.1"
"38323" "ENSG00000117643" "MAN1C1"
"38464" "ENSG00000233478" "RP1-187B23.1"
"38468" "ENSG00000162430" "SELENON"
"38582" "ENSG00000255054" "RP1-317E23.6"
"38598" "ENSG00000228172" "RP1-317E23.3"
"38611" "ENSG00000117640" "MTFR1L"
"38942" "ENSG00000272478" "RP1-317E23.7"
"38945" "ENSG00000127423" "AUNIP"
"38973" "ENSG00000236528" "RP1-125I3.2"
"38977" "ENSG00000182749" "PAQR7"
"38987" "ENSG00000207302" "Y_RNA"
"38990" "ENSG00000117632" "STMN1"
"39090" "ENSG00000229786" "SNRPFP2"
"39093" "ENSG00000223624" "RP1-125I3.4"
"39096" "ENSG00000158006" "PAFAH2"
"39197" "ENSG00000207237" "RNU6-110P"
"39200" "ENSG00000252190" "SCARNA17"
"39203" "ENSG00000252691" "SCARNA18"
"39206" "ENSG00000158008" "EXTL1"
"39250" "ENSG00000158014" "SLC30A2"
"39295" "ENSG00000158022" "TRIM63"
"39323" "ENSG00000175087" "PDIK1L"
"39368" "ENSG00000197245" "FAM110D"
"39378" "ENSG00000282872" "RP11-96L14.8"
"39402" "ENSG00000236782" "RP11-96L14.7"
"39446" "ENSG00000142684" "ZNF593"
"39467" "ENSG00000142675" "CNKSR1"
"39777" "ENSG00000188782" "CATSPER4"
"39848" "ENSG00000236155" "RP11-231P20.2"
"39872" "ENSG00000278572" "RP11-231P20.6"
"39877" "ENSG00000130695" "CEP85"
"40018" "ENSG00000270733" "RP11-231P20.5"
"40021" "ENSG00000142669" "SH3BGRL3"
"40042" "ENSG00000158062" "UBXN11"
"40406" "ENSG00000169442" "CD52"
"40423" "ENSG00000176092" "AIM1L"
"40586" "ENSG00000225854" "RP11-569G9.7"
"40589" "ENSG00000176083" "ZNF683"
"40711" "ENSG00000131914" "LIN28A"
"40740" "ENSG00000117682" "DHDDS"
"41052" "ENSG00000223583" "RP3-476K8.4"
"41055" "ENSG00000225891" "RP3-476K8.3"
"41061" "ENSG00000198830" "HMGN2"
"41143" "ENSG00000224129" "DPPA2P2"
"41146" "ENSG00000117676" "RPS6KA1"
"41575" "ENSG00000238705" "MIR1976"
"41578" "ENSG00000243905" "RN7SL679P"
"41581" "ENSG00000252802" "Y_RNA"
"41584" "ENSG00000252429" "RNU7-29P"
"41587" "ENSG00000229247" "RP11-492M19.3"
"41590" "ENSG00000238316" "snoU13"
"41593" "ENSG00000235069" "RP4-785J1.1"
"41596" "ENSG00000260063" "RP5-968P14.2"
"41599" "ENSG00000117713" "ARID1A"
"41936" "ENSG00000060642" "PIGV"
"42005" "ENSG00000241188" "RN7SL165P"
"42008" "ENSG00000204160" "ZDHHC18"
"42086" "ENSG00000175793" "SFN"
"42094" "ENSG00000226698" "RP1-50O24.6"
"42098" "ENSG00000142751" "GPN2"
"42149" "ENSG00000198746" "GPATCH3"
"42187" "ENSG00000090273" "NUDC"
"42244" "ENSG00000131910" "NR0B2"
"42254" "ENSG00000175707" "KDF1"
"42283" "ENSG00000172746" "RPL12P13"
"42287" "ENSG00000224064" "RP11-344H11.5"
"42290" "ENSG00000225294" "OSTCP2"
"42293" "ENSG00000253368" "TRNP1"
"42310" "ENSG00000158246" "FAM46B"
"42320" "ENSG00000280403" "AL137860.1"
"42326" "ENSG00000090020" "SLC9A1"
"42400" "ENSG00000229985" "RP11-40H20.5"
"42403" "ENSG00000214973" "CHCHD3P3"
"42406" "ENSG00000225159" "NPM1P39"
"42409" "ENSG00000225990" "SNRPEP7"
"42412" "ENSG00000224311" "RP11-40H20.4"
"42417" "ENSG00000142784" "WDTC1"
"42549" "ENSG00000252098" "Y_RNA"
"42552" "ENSG00000243659" "RP11-4K3__A.3"
"42556" "ENSG00000186501" "TMEM222"
"42719" "ENSG00000206888" "RNU6-48P"
"42722" "ENSG00000241547" "ACTG1P20"
"42725" "ENSG00000142765" "SYTL1"
"42915" "ENSG00000142733" "MAP3K6"
"43168" "ENSG00000142748" "FCN3"
"43216" "ENSG00000174950" "CD164L2"
"43253" "ENSG00000231207" "RP1-144C9.2"
"43257" "ENSG00000181773" "GPR3"
"43267" "ENSG00000158195" "WASF2"
"43312" "ENSG00000241169" "RP4-752I6.1"
"43316" "ENSG00000237429" "RP1-159A19.4"
"43320" "ENSG00000126705" "AHDC1"
"43370" "ENSG00000000938" "FGR"
"43520" "ENSG00000235912" "RP1-159A19.3"
"43523" "ENSG00000233975" "RP11-288L9.1"
"43527" "ENSG00000126709" "IFI6"
"43573" "ENSG00000225886" "RP11-288L9.4"
"43600" "ENSG00000206767" "RNU6-949P"
"43603" "ENSG00000226662" "CHMP1AP1"
"43606" "ENSG00000207095" "RNU6-424P"
"43609" "ENSG00000009780" "FAM76A"
"43751" "ENSG00000231344" "RP3-426I6.2"
"43754" "ENSG00000230833" "RPEP3"
"43757" "ENSG00000117758" "STX12"
"43810" "ENSG00000269971" "RP3-426I6.5"
"43813" "ENSG00000270031" "RP3-426I6.6"
"43816" "ENSG00000223062" "RNU6-1245P"
"43819" "ENSG00000117751" "PPP1R8"
"43895" "ENSG00000252947" "SCARNA1"
"43898" "ENSG00000278868" "AL109927.1"
"43904" "ENSG00000130775" "THEMIS2"
"44013" "ENSG00000117748" "RPA2"
"44109" "ENSG00000130768" "SMPDL3B"
"44213" "ENSG00000227050" "RP11-460I13.2"
"44220" "ENSG00000158156" "XKR8"
"44236" "ENSG00000158161" "EYA3"
"44459" "ENSG00000238231" "RP11-460I13.6"
"44462" "ENSG00000240750" "RN7SL559P"
"44465" "ENSG00000228589" "SPCS2P4"
"44468" "ENSG00000228943" "RP5-1053E7.2"
"44472" "ENSG00000214812" "RP5-1053E7.3"
"44476" "ENSG00000253005" "RNU6-176P"
"44479" "ENSG00000169403" "PTAFR"
"44509" "ENSG00000126698" "DNAJC8"
"44571" "ENSG00000130770" "ATPIF1"
"44614" "ENSG00000270605" "RP5-1092A3.4"
"44617" "ENSG00000271398" "RP5-1092A3.5"
"44620" "ENSG00000130766" "SESN2"
"44646" "ENSG00000130772" "MED18"
"44682" "ENSG00000204138" "PHACTR4"
"44867" "ENSG00000206779" "Y_RNA"
"44870" "ENSG00000229820" "RP1-308E4.1"
"44873" "ENSG00000221216" "RNU6ATAC27P"
"44876" "ENSG00000180198" "RCC1"
"45118" "ENSG00000242125" "SNHG3"
"45129" "ENSG00000274266" "SNORA73A"
"45132" "ENSG00000200087" "SNORA73B"
"45135" "ENSG00000231468" "PRDX3P2"
"45139" "ENSG00000279443" "RP4-669K10.8"
"45142" "ENSG00000180098" "TRNAU1AP"
"45224" "ENSG00000197989" "SNHG12"
"45291" "ENSG00000221539" "SNORD99"
"45294" "ENSG00000278274" "SNORA61"
"45297" "ENSG00000273544" "SNORA44"
"45300" "ENSG00000274582" "SNORA16A"
"45303" "ENSG00000280498" "SNORA16A"
"45306" "ENSG00000120656" "TAF12"
"45353" "ENSG00000188060" "RAB42"
"45366" "ENSG00000229388" "RP11-442N24__B.1"
"45373" "ENSG00000270103" "RNU11"
"45376" "ENSG00000274978" "RNU11"
"45379" "ENSG00000162419" "GMEB1"
"45465" "ENSG00000252777" "SCARNA24"
"45468" "ENSG00000198492" "YTHDF2"
"45555" "ENSG00000116329" "OPRD1"
"45579" "ENSG00000233427" "RP1-212P9.3"
"45584" "ENSG00000199756" "Y_RNA"
"45587" "ENSG00000159023" "EPB41"
"45933" "ENSG00000225616" "RP4-604A21.1"
"45936" "ENSG00000206704" "Y_RNA"
"45939" "ENSG00000277958" "Metazoa_SRP"
"45942" "ENSG00000253304" "TMEM200B"
"45961" "ENSG00000225750" "RP11-242O24.3"
"45966" "ENSG00000116350" "SRSF4"
"46045" "ENSG00000277916" "uc_338"
"46048" "ENSG00000116353" "MECR"
"46216" "ENSG00000237934" "RP11-467D18.2"
"46221" "ENSG00000060656" "PTPRU"
"46530" "ENSG00000230523" "RP3-437I16.1"
"46535" "ENSG00000225011" "RP11-810H18.1"
"46539" "ENSG00000228176" "RP4-656G21.1"
"46543" "ENSG00000270927" "RP11-179G8.1"
"46546" "ENSG00000233399" "RP11-111I12.1"
"46555" "ENSG00000233372" "RP5-893G23.1"
"46559" "ENSG00000231251" "RP3-357I16.1"
"46562" "ENSG00000236335" "RP4-591L5.1"
"46567" "ENSG00000231949" "RP4-591L5.2"
"46572" "ENSG00000162510" "MATN1"
"46602" "ENSG00000186056" "MATN1-AS1"
"46619" "ENSG00000162511" "LAPTM5"
"46653" "ENSG00000264773" "MIR4420"
"46656" "ENSG00000229607" "RP5-1125N11.1"
"46660" "ENSG00000223382" "RP5-1125N11.2"
"46707" "ENSG00000222784" "RN7SKP91"
"46710" "ENSG00000235143" "RP1-65J11.5"
"46714" "ENSG00000162512" "SDC3"
"46750" "ENSG00000266210" "RN7SL371P"
"46753" "ENSG00000134644" "PUM1"
"47314" "ENSG00000237329" "RP11-201O14.1"
"47317" "ENSG00000232768" "RP11-201O14.2"
"47320" "ENSG00000215900" "SELENOWP1"
"47324" "ENSG00000225142" "RP11-490K7.1"
"47327" "ENSG00000084628" "NKAIN1"
"47379" "ENSG00000060688" "SNRNP40"
"47438" "ENSG00000229447" "RP11-490K7.4"
"47441" "ENSG00000121766" "ZCCHC17"
"47611" "ENSG00000229044" "RP11-266K22.2"
"47616" "ENSG00000121769" "FABP3"
"47664" "ENSG00000168528" "SERINC2"
"47785" "ENSG00000215899" "RP11-439L8.2"
"47788" "ENSG00000206981" "RNU6-40P"
"47791" "ENSG00000260386" "LINC01225"
"47820" "ENSG00000265961" "Y_RNA"
"47823" "ENSG00000229167" "RP11-73M7.1"
"47828" "ENSG00000142910" "TINAGL1"
"47964" "ENSG00000121764" "HCRTR1"
"48039" "ENSG00000162517" "PEF1"
"48087" "ENSG00000235790" "RP11-73M7.6"
"48217" "ENSG00000264078" "RP11-73M7.9"
"48221" "ENSG00000084636" "COL16A1"
"48674" "ENSG00000121753" "ADGRB2"
"49223" "ENSG00000266580" "MIR4254"
"49226" "ENSG00000254545" "RP11-84A19.3"
"49230" "ENSG00000134668" "SPOCD1"
"49442" "ENSG00000203620" "RP11-84A19.2"
"49446" "ENSG00000269967" "RP11-84A19.4"
"49450" "ENSG00000184007" "PTP4A2"
"49614" "ENSG00000228634" "RP4-534N18.2"
"49618" "ENSG00000121774" "KHDRBS1"
"49683" "ENSG00000203325" "RP11-277A4.4"
"49688" "ENSG00000121775" "TMEM39B"
"49797" "ENSG00000266203" "MIR5585"
"49800" "ENSG00000276493" "Metazoa_SRP"
"49803" "ENSG00000025800" "KPNA6"
"49899" "ENSG00000250135" "RP4-622L5.2"
"49903" "ENSG00000084652" "TXLNA"
"49956" "ENSG00000160050" "CCDC28B"
"50022" "ENSG00000224066" "RP4-622L5.7"
"50031" "ENSG00000160051" "IQCC"
"50067" "ENSG00000222046" "DCDC2B"
"50098" "ENSG00000160055" "TMEM234"
"50266" "ENSG00000084623" "EIF3I"
"50339" "ENSG00000220785" "MTMR9LP"
"50373" "ENSG00000183615" "FAM167B"
"50383" "ENSG00000182866" "LCK"
"50615" "ENSG00000277617" "Metazoa_SRP"
"50618" "ENSG00000252450" "Y_RNA"
"50621" "ENSG00000116478" "HDAC1"
"50721" "ENSG00000175130" "MARCKSL1"
"50731" "ENSG00000233775" "RP4-811H24.9"
"50735" "ENSG00000162526" "TSSK3"
"50759" "ENSG00000225828" "FAM229A"
"50785" "ENSG00000160058" "BSDC1"
"51044" "ENSG00000224333" "GAPDHP20"
"51047" "ENSG00000270850" "RP11-395N6.4"
"51050" "ENSG00000229259" "LRRC37A12P"
"51056" "ENSG00000263529" "RN7SL122P"
"51059" "ENSG00000254553" "RP1-27O5.3"
"51085" "ENSG00000273274" "ZBTB8B"
"51099" "ENSG00000160062" "ZBTB8A"
"51130" "ENSG00000176261" "ZBTB8OS"
"51315" "ENSG00000200591" "Y_RNA"
"51318" "ENSG00000162521" "RBBP4"
"51617" "ENSG00000162520" "SYNC"
"51660" "ENSG00000224409" "RP11-114B7.6"
"51664" "ENSG00000162522" "KIAA1522"
"51742" "ENSG00000134684" "YARS"
"51844" "ENSG00000116497" "S100PBP"
"51973" "ENSG00000160097" "FNDC5"
"52017" "ENSG00000121905" "HPCA"
"52046" "ENSG00000121900" "TMEM54"
"52101" "ENSG00000116514" "RNF19B"
"52168" "ENSG00000278966" "RP5-1174N9.2"
"52173" "ENSG00000217644" "RP4-803A2.1"
"52176" "ENSG00000239670" "RP4-803A2.2"
"52180" "ENSG00000236065" "RP1-117O3.2"
"52184" "ENSG00000004455" "AK2"
"52357" "ENSG00000276645" "Metazoa_SRP"
"52360" "ENSG00000142920" "AZIN2"
"52553" "ENSG00000278997" "RP11-131M11.2"
"52556" "ENSG00000116525" "TRIM62"
"52595" "ENSG00000279179" "RP11-131M11.3"
"52598" "ENSG00000160094" "ZNF362"
"52660" "ENSG00000270115" "RP11-415J8.7"
"52663" "ENSG00000184389" "A3GALT2"
"52677" "ENSG00000225313" "RP11-415J8.3"
"52715" "ENSG00000134686" "PHC2"
"52873" "ENSG00000222112" "RN7SKP16"
"52876" "ENSG00000233246" "RP11-415J8.5"
"52881" "ENSG00000234512" "TLR12P"
"52884" "ENSG00000121903" "ZSCAN20"
"52924" "ENSG00000235907" "RP4-580O19.2"
"52927" "ENSG00000121904" "CSMD2"
"53629" "ENSG00000227000" "HSPD1P14"
"53632" "ENSG00000176256" "HMGB4"
"53662" "ENSG00000231163" "CSMD2-AS1"
"53691" "ENSG00000201148" "RNA5SP42"
"53694" "ENSG00000142698" "C1orf94"
"53733" "ENSG00000270241" "RP4-657M3.2"
"53736" "ENSG00000207941" "MIR552"
"53739" "ENSG00000163866" "SMIM12"
"53802" "ENSG00000189280" "GJB5"
"53812" "ENSG00000189433" "GJB4"
"53822" "ENSG00000255811" "RP1-34M23.5"
"53826" "ENSG00000188910" "GJB3"
"53845" "ENSG00000187513" "GJA4"
"53862" "ENSG00000230163" "RP5-997D16.2"
"53866" "ENSG00000116544" "DLGAP3"
"53924" "ENSG00000241014" "RP11-244H3.1"
"53932" "ENSG00000271741" "RP11-244H3.4"
"53972" "ENSG00000243749" "TMEM35B"
"53984" "ENSG00000163867" "ZMYM6"
"54097" "ENSG00000233940" "RPL12P45"
"54101" "ENSG00000197056" "ZMYM1"
"54249" "ENSG00000228348" "EFCAB14P1"
"54252" "ENSG00000116560" "SFPQ"
"54343" "ENSG00000201868" "Y_RNA"
"54346" "ENSG00000146463" "ZMYM4"
"54488" "ENSG00000240374" "RN7SL503P"
"54491" "ENSG00000201542" "SNORA62"
"54494" "ENSG00000229994" "RPL5P4"
"54497" "ENSG00000227409" "ZMYM4-AS1"
"54501" "ENSG00000278702" "Metazoa_SRP"
"54504" "ENSG00000142687" "KIAA0319L"
"54796" "ENSG00000236274" "RP4-728D4.3"
"54802" "ENSG00000020129" "NCDN"
"54887" "ENSG00000239636" "RP4-728D4.2"
"54895" "ENSG00000116819" "TFAP2E"
"54915" "ENSG00000126067" "PSMB2"
"54954" "ENSG00000142686" "C1orf216"
"54971" "ENSG00000092853" "CLSPN"
"55199" "ENSG00000232335" "RP11-435D7.3"
"55203" "ENSG00000134698" "AGO4"
"55252" "ENSG00000092847" "AGO1"
"55376" "ENSG00000271164" "RP4-789D17.4"
"55379" "ENSG00000271914" "RP4-789D17.5"
"55382" "ENSG00000126070" "AGO3"
"55554" "ENSG00000271554" "RP4-665N4.8"
"55562" "ENSG00000232862" "RP4-665N4.4"
"55569" "ENSG00000092850" "TEKT2"
"55629" "ENSG00000116863" "ADPRHL2"
"55647" "ENSG00000171812" "COL8A2"
"55690" "ENSG00000054116" "TRAPPC3"
"55806" "ENSG00000116871" "MAP7D1"
"55999" "ENSG00000264592" "RN7SL131P"
"56002" "ENSG00000054118" "THRAP3"
"56080" "ENSG00000231849" "UBE2V2P4"
"56083" "ENSG00000214193" "SH3D21"
"56226" "ENSG00000142694" "EVA1B"
"56242" "ENSG00000116883" "RP11-268J15.5"
"56246" "ENSG00000196182" "STK40"
"56376" "ENSG00000181817" "LSM10"
"56394" "ENSG00000222821" "RNU4-27P"
"56397" "ENSG00000116885" "OSCP1"
"56554" "ENSG00000201448" "SNORA63"
"56557" "ENSG00000116898" "MRPS15"
"56591" "ENSG00000119535" "CSF3R"
"56861" "ENSG00000230214" "FTLP18"
"56864" "ENSG00000234481" "RP4-614N24.1"
"56868" "ENSG00000163873" "GRIK3"
"56949" "ENSG00000264698" "MIR4255"
"56952" "ENSG00000207328" "RNU6-636P"
"56955" "ENSG00000223944" "RP5-1180C18.1"
"56961" "ENSG00000252368" "RNA5SP43"
"56964" "ENSG00000230451" "RPS29P6"
"56967" "ENSG00000233621" "LINC01137"
"56972" "ENSG00000163874" "ZC3H12A"
"57000" "ENSG00000163875" "MEAF6"
"57128" "ENSG00000263675" "MIR5581"
"57131" "ENSG00000163877" "SNIP1"
"57153" "ENSG00000232273" "FTH1P1"
"57156" "ENSG00000237749" "RP3-423B22.5"
"57159" "ENSG00000163879" "DNALI1"
"57192" "ENSG00000134697" "GNL2"
"57267" "ENSG00000169218" "RSPO1"
"57344" "ENSG00000116922" "C1orf109"
"57466" "ENSG00000134690" "CDCA8"
"57519" "ENSG00000183317" "EPHA10"
"57765" "ENSG00000200421" "Y_RNA"
"57768" "ENSG00000214141" "ACTN4P2"
"57772" "ENSG00000227416" "RP11-109P14.2"
"57775" "ENSG00000185090" "MANEAL"
"57833" "ENSG00000233728" "RP11-109P14.9"
"57837" "ENSG00000196449" "YRDC"
"57853" "ENSG00000197982" "C1orf122"
"57888" "ENSG00000188786" "MTF1"
"57919" "ENSG00000235673" "RP11-109P14.8"
"57922" "ENSG00000204084" "INPP5B"
"58208" "ENSG00000230955" "RP11-109P14.10"
"58212" "ENSG00000252448" "SNORA63"
"58215" "ENSG00000222282" "RNU6-584P"
"58218" "ENSG00000277168" "Metazoa_SRP"
"58221" "ENSG00000183431" "SF3A3"
"58307" "ENSG00000212541" "RNU6-510P"
"58310" "ENSG00000183386" "FHL3"
"58349" "ENSG00000183520" "UTP11"
"58388" "ENSG00000185668" "POU3F1"
"58396" "ENSG00000224592" "RP5-884C9.2"
"58408" "ENSG00000223589" "RP5-884C9.3"
"58411" "ENSG00000265596" "MIR3659"
"58414" "ENSG00000237290" "LINC01343"
"58420" "ENSG00000275350" "RP11-329N22.2"
"58423" "ENSG00000200796" "RNU6-753P"
"58426" "ENSG00000238063" "RP11-329N22.1"
"58441" "ENSG00000215895" "RP11-334L9.1"
"58444" "ENSG00000116954" "RRAGC"
"58476" "ENSG00000273637" "RP5-864K19.7"
"58490" "ENSG00000228436" "RP5-864K19.4"
"58502" "ENSG00000214114" "MYCBP"
"58541" "ENSG00000274944" "RP5-864K19.6"
"58587" "ENSG00000131233" "GJA9"
"58603" "ENSG00000158315" "RHBDL2"
"58657" "ENSG00000199963" "RNU6-605P"
"58660" "ENSG00000207466" "Y_RNA"
